Uid,Order_Date,Order_Id,Pay_Type,Pay_Amt,Is_Discount
5912120,2018/3/13 2:40,7730886554,10,512.6617801,0
3217120,2018/3/26 16:43,3749532968,4,357.2393012,0
5116119,2018/3/10 17:57,2434995470,12,789.3812475,0
3716112,2018/3/15 14:59,6659623536,6,400.8800447,1
3816119,2018/3/23 1:17,8421563173,9,849.5792375,0
5516114,2018/3/16 1:40,4613841790,4,737.4634927,1
5712118,2018/3/15 15:52,2219956850,8,654.0352993,0
4616116,2018/3/4 8:37,3011184862,8,653.3002935,0
5614117,2018/3/25 0:05,8343932009,9,785.871215,0
5620119,2018/3/8 18:27,3884982010,11,830.2123663,1
5417115,2018/3/27 7:00,3199034529,5,362.0255042,1
5716113,2018/3/25 11:24,5752719009,7,1098.822037,0
4211112,2018/3/14 1:08,6767767390,7,868.4338725,0
3219117,2018/3/6 17:50,8177029267,4,656.4966844,0
4919116,2018/3/7 20:29,3010988377,6,514.8122923,1
4120114,2018/3/16 21:59,2600638194,5,445.5863962,0
6714117,2018/3/15 14:26,8275530085,6,752.5241836,1
4319113,2018/3/10 17:44,1829467735,5,790.9295296,0
3811120,2018/3/28 9:47,5790571867,3,464.854383,1
5114112,2018/3/7 5:35,3605552736,7,779.1381351,0
6714112,2018/3/6 17:52,8325955554,8,478.790333,0
4420119,2018/3/21 11:51,7718363418,10,943.9247627,1
3515111,2018/3/24 3:44,5080512312,7,452.9653522,0
5711117,2018/3/4 12:36,5038830105,3,479.1017946,0
5317118,2018/3/2 16:56,5668870138,7,419.8405431,0
6417120,2018/3/16 15:43,7529192089,7,114.6054075,0
4917111,2018/3/17 2:17,3055739319,1,713.2747112,1
5320115,2018/3/27 6:03,6045074129,7,230.7660784,1
6217114,2018/3/26 3:25,1049665294,2,557.8101096,0
5317118,2018/3/9 7:32,3787223912,9,157.4768251,0
4514113,2018/3/5 19:23,8586623333,4,127.7862013,0
4319111,2018/3/3 11:21,2090299665,3,312.7961673,1
3814113,2018/3/19 4:14,4844284182,6,262.4917411,0
3211117,2018/3/16 22:42,2925170077,4,918.5271385,1
4813111,2018/3/30 14:58,8623423775,4,889.5825265,0
5520119,2018/3/18 22:44,5069761959,4,986.0862172,1
5918112,2018/3/3 8:45,8749311299,12,820.2298029,0
5112113,2018/3/9 11:55,8760032270,5,929.4806786,1
5116117,2018/3/5 19:50,5459346151,9,653.4975869,0
6114111,2018/3/7 21:46,5678782118,10,293.6047488,1
5720119,2018/3/10 22:54,2450110599,1,941.8051477,0
4719118,2018/3/2 0:17,7360988847,7,525.6818104,0
4519112,2018/3/17 18:14,3180338392,3,740.7494939,0
5111120,2018/3/11 13:48,7921858836,11,549.6570631,1
6512116,2018/3/9 16:59,3251221839,4,854.9882239,0
6316118,2018/3/22 19:28,4583224138,6,293.2307067,1
5411118,2018/3/14 3:30,6942198375,2,383.7747644,0
5015118,2018/3/25 23:09,7449745670,5,499.7753736,1
4215115,2018/3/16 17:23,1545643135,10,619.6930577,1
5618111,2018/3/22 15:57,8436187656,12,655.8272996,0
3319120,2018/3/12 3:44,7534740239,4,530.479611,0
6513120,2018/3/14 16:33,7105668668,7,296.0605958,1
6717114,2018/3/21 10:58,1120420365,5,649.1050277,1
4419116,2018/3/21 12:30,8982731781,5,323.5112771,1
6112116,2018/3/1 9:41,3137059393,3,566.6753951,1
5311113,2018/3/27 4:37,7654818047,7,395.3805157,0
5712117,2018/3/3 8:33,1668499912,3,942.9914258,0
4412116,2018/3/23 8:19,1325311963,5,929.4276512,0
5913111,2018/3/4 7:47,4033759593,2,223.1184121,1
3313120,2018/3/15 16:45,6453233617,2,348.9540621,0
6420118,2018/3/26 5:51,6599745242,7,99.49850358,0
3318119,2018/3/4 2:19,7828718148,5,122.9410092,0
5818120,2018/3/20 10:51,6871879775,4,749.7042835,0
4717114,2018/3/22 3:18,4037715508,5,495.8465118,0
6119114,2018/3/14 15:24,6670595495,4,816.8005865,0
3319117,2018/3/13 17:55,8600410757,1,846.9064084,0
5317113,2018/3/13 1:57,5210081057,6,730.8507024,0
5216116,2018/3/23 2:13,1960162953,1,1042.077913,0
5211120,2018/3/14 16:09,7036927535,12,321.0854385,0
4513115,2018/3/16 4:30,3508957195,4,134.809465,0
4611115,2018/3/18 13:02,5102527054,1,475.2121715,0
4612119,2018/3/24 17:26,2280664219,8,573.8780152,0
5320114,2018/3/28 1:28,7256737489,11,727.8618473,1
3712120,2018/3/23 15:10,5169115879,3,575.7196413,0
6315120,2018/3/21 17:28,1718734760,11,499.786696,0
4715115,2018/3/9 8:14,7480075498,7,122.1349754,1
4913116,2018/3/9 19:50,8180768074,8,340.5467333,0
3218118,2018/3/18 1:25,2938297203,2,142.1333268,0
6015111,2018/3/14 19:34,4892918021,11,537.8948568,0
4916114,2018/3/7 16:55,4632961466,9,375.8798006,1
3716117,2018/3/4 23:48,5755694527,8,879.2733461,0
6320114,2018/3/7 18:48,3635648293,2,34.41043239,1
6016114,2018/3/27 13:21,7278692472,12,426.4506032,1
3313115,2018/3/21 10:33,3951274314,9,729.6059713,0
3316113,2018/3/9 6:55,5816340054,11,1101.967179,0
5513119,2018/3/3 21:17,5675938505,4,117.6337204,0
4212116,2018/3/8 22:30,2593654808,9,119.4447737,0
6012118,2018/3/11 17:48,1585992045,6,692.9556481,1
3515119,2018/3/15 7:31,5088232295,7,761.0540186,0
6112117,2018/3/21 6:59,7884598668,11,174.2442038,0
5020114,2018/3/23 21:36,3584727730,7,407.9451026,0
5711117,2018/3/16 19:55,4274787021,12,625.1387932,1
4813119,2018/3/10 2:43,6229259611,1,472.4433062,1
6617115,2018/3/13 3:22,7128146287,2,368.7129565,0
5919112,2018/3/2 13:31,2458582686,5,578.2363265,0
6313116,2018/3/9 15:49,3299212851,12,500.8284287,0
6313120,2018/3/14 4:33,3193541291,2,635.0972908,0
3619113,2018/3/24 17:46,8839192336,7,517.1385266,0
5517118,2018/3/6 4:10,8477968336,9,605.6946481,0
4715117,2018/3/24 17:04,8857142949,7,589.5081417,0
6715119,2018/3/12 12:33,5217426539,3,130.0510728,0
3220115,2018/3/11 9:27,1835425084,5,424.4138852,0
6516116,2018/3/8 19:05,7495338304,5,880.6999239,0
4918111,2018/3/5 18:46,7162696811,1,592.6008855,1
3913115,2018/3/11 2:59,4822449747,10,604.7920292,0
6115117,2018/3/3 10:11,8538349680,12,199.0708561,1
6520115,2018/3/11 14:48,3217495206,11,833.1541611,1
5517116,2018/3/12 19:58,6638823415,2,884.3378066,0
3511115,2018/3/8 1:57,2344273328,9,75.37973175,0
5219117,2018/3/24 5:27,1028157426,9,518.4883884,0
6612111,2018/3/8 17:02,2513063788,2,133.1035734,0
4917117,2018/3/20 8:07,2472371013,8,672.4642853,0
5312117,2018/3/4 2:30,1317989594,9,329.5301364,0
